Ingredient id,Ingredient name,Ingredient alias
HBIN019475,campesterol,campesterol ; FT-008...
HBIN019948,catechol,430749_ALDRICH; Cate...
HBIN019986,Cavidine,32728-75-9; 9-Dimeth...
HBIN020014,cedrol,"(1S,2R,5S,7R,8R)-2,6..."
HBIN020363,chlorogenic acid,"3-methyl-1,4,5-tris(..."
HBIN020367,Chlorogenin,(25R)-5alpha-spirost...
HBIN020406,choline,Choline chloride; ch...
HBIN020427,Chrysanthemaxanthin,".beta.,.epsilon.-Car..."
HBIN020909,cis-p-Coumarate,(Z)-p-hydroxycinnami...
HBIN020994,(-)-Citronellal,(S)-(-)-Citronellal;...
HBIN021356,coniferin,24-ethyl-5-bravery w...
HBIN021369,coniine,Cicutin
HBIN021370,conimine,NA
HBIN021801,Crysophanol,"NSC646567; 9,10-Anth..."
HBIN022145,cycloartenol,CF58DF82-6B90-40E1-B...
HBIN022295,cyclo-(leu-tyr),NA
HBIN022387,cyclo-(val-tyr),NA
HBIN022536,D-2-Aminobutyrate,(R)-2-Aminobutanoic ...
HBIN022584,DAL,AIDS-071781; (2R)-2-...
HBIN022771,daucosterol,beta-Sitosterol-beta...
HBIN022781,dauricine,AKOS015965146; AC-20...
HBIN024308,DL-Glucuronic acid,87246-82-0; 87090-89...
HBIN024357,Docosanoate,AI3-52709; 16529-65-...
HBIN024535,DTY,Benzenepropanoic aci...
HBIN024565,DUR,D5412_SIGMA; AIDS113...
HBIN024821,Eciphin,"PDSP2_001330; (1R,2S..."
HBIN024930,EIC,L1376_SIGMA; FEMA No...
HBIN024936,eicosane,Jsp001609; KS-00000U...
HBIN024945,eicosanol,UNII-O4M0347C6A comp...
HBIN025241,ephedrine,SCHEMBL8098202; CHEM...
HBIN025930,Ethyl icosanoate,18281-05-5; Ethyl ar...
HBIN025943,Ethyl linolelaidate,"9,12-Octadecadienoic..."
HBIN025965,Ethylpalmitate,NSC8918; AI3-06331; ...
HBIN026468,FERULIC ACID (CIS),(Z)-3-(4-hydroxy-3-m...
HBIN026881,Furol,2-Furfuraldehyde; NC...
HBIN027030,gallic acid,Spectrum4_001544; NS...
HBIN027035,gallic acid-3-O-(6'-...,gallic acid-3-o-(6'-...
HBIN027103,gamma-aminobutyric a...,NCGC00015043-01; gam...
HBIN027159,gamma-sitosterol,"(3S,8R,9R,10S,13R,14..."
HBIN028076,GLY,Tocris-0219; G5417_S...
HBIN028118,Glycerol palmitate,AI3-03500; hexadecan...
HBIN028135,glycine,CHEMBL451140; N'-[N-...
HBIN028309,gondoic acid,cis-11-eicosenoic ac...
HBIN028359,GR,beta-D-Ribofuranosid...
HBIN028520,guanosine,"Guanosine, hydrate; ..."
HBIN028540,guibourtinidol-(4alp...,NA
HBIN028546,Gulutamine,25513-46-6; G1251_SI...
HBIN028549,GUN,NCI60_012450; CHEBI:...
HBIN028587,gynesine,trigonelline
HBIN029029,heneicosane,UNII-33822S0M40 comp...
HBIN029074,heptadecane,LS-74180; FT-0626894...
HBIN029082,heptadecanoic acid 2...,NA
HBIN029260,hexadecane,442679_SUPELCO; Ceta...
HBIN029444,HMF,5-(Hydroxymethyl)-2-...
HBIN029495,homogentisic acid,"AC1NTFS8; 5,6,7,8-Te..."
HBIN029497,homoharringtonine,epi-homoharringtonin...
HBIN029645,HX,AIDS045522; Spectrum...
HBIN029685,hydroquinone,KBioSS_002237; p Ben...
HBIN030187,inosine,962ABA7D-F602-497D-A...
HBIN030843,isolariciresino,"(2R,3R,4R)-4-(4-hydr..."
HBIN030856,(+) isolariciresinol...,NA
HBIN031378,Istidina,EINECS 200-745-3; (S...
HBIN032456,L-,EINECS 230-571-3; (2...
HBIN032565,l-alanine,3ip5; D09ADQ; [14C]-...
HBIN032581,L-alpha-Palmitin,(R)-Glycerol 1-palmi...
HBIN032673,l-arginine,(2S)-N-[(1S)-1-[[(1S...
HBIN032705,l-aspartic acid,KB-259355; LT0332831...
HBIN032992,Leucinum,polyleucine; (S)-2-A...
HBIN033051,l-histidine,Histidine monohydroc...
HBIN033218,L-Ile,Poly(L-isoleucine); ...
HBIN033339,linolenic acid,NSC 2042; NCGC000910...
HBIN033432,L-Lysin,AI3-26523; h-Lys-oh;...
HBIN033602,l-Pseudoephedrine,"(-)-(1R,2R)-Pseudoep..."
HBIN033609,L-Serin,(S)-2-Amino-3-hydrox...
HBIN033890,L-Valin,"L-Valine, homopolyme..."
HBIN034827,methionine,4eg4; (2S)-2-azanium...
HBIN034950,methyl 2-chloroprope...,NA
HBIN035189,methyl eicosanoate,"Methyl arachidate, >..."
HBIN035354,Methyl palmitelaidat...,Methyl trans-9-hexad...
HBIN035408,Methylpyrazine,AI3-36550; 2-Methyl-...
HBIN035605,Mnk,WLN: 9V1; 46219_RIED...
HBIN035812,MRY,"(2S,3R)-butane-1,2,3..."
HBIN036100,myricetin-3-o-(3''-o...,NA
HBIN036251,N-(5-methylisoxazol-...,"N-(5-methyl-1,2-oxaz..."
HBIN036780,Neral,"3,7-DIMETHYL-2,6-OCT..."
HBIN037241,nonadecanol,NA
HBIN037250,nonanal,C9-11-Aldehydes; MFC...
HBIN037343,Norharman,244-63-3; BSPBio_002...
HBIN037812,Octylene,n-1-Octene; 442274_S...
HBIN038026,oleic acid,Iron trioleate; cis-...
HBIN038091,OMD,"2-(2,5-dihydroxyphen..."
HBIN038680,palmitic acid,HSDB 5001; FEMA No. ...
HBIN039035,pedatisectine a,NA
HBIN039040,pedatisectine f,NA
HBIN039150,PENTADECYLIC ACID,EINECS 213-693-1; n-...
HBIN039154,pentaldehyde oxime,NA
HBIN039503,phenylalanine,ZB003544; 2S-alpha-p...
HBIN040809,proline,L-Pro; (2S)-pyrrolid...
HBIN040905,protocatechualdehyde,UNII-4PVP2HCH4T; CP0...
HBIN040908,protocatechuic acid,"3,4-Dihydroxybenzoic..."
HBIN040909,Protocatechuic acid-...,"4-hydroxy-3-[(2S,3R,..."
HBIN040911,protocatechuic aldeh...,FT-0614322; M-6274; ...
HBIN041495,quercetin,"2-(3,4-dihydroxyphen..."
HBIN041726,quercitrin,quercitrin-7-olate a...
HBIN041728,quercitrin-2''-galla...,NA
HBIN042160,rhamnetin-3-galactos...,NA
HBIN042172,rhamnose,ALPHA-RHAMNOSE; 3043...
HBIN043442,scopoletin,NINDS_000720; 7-hydr...
HBIN044152,Sitogluside,"(2R,3R,4S,5S,6R)-2-[..."
HBIN044421,soyacerebroside i,soya-cerebroside i
HBIN044422,soyacerebroside ii,soya-cerebroside ii
HBIN044423,soya-cerebroside ii_...,NA
HBIN044424,soya-cerebroside i_q...,NA
HBIN044464,Spantol,Phenprobamate; BRN 1...
HBIN044676,(s)-serine,H-Ser; Serinum [Lati...
HBIN044730,stearic acid,4-02-00-01206 (Beils...
HBIN044918,stigmasterol,"(3beta,22E)-Stigmast..."
HBIN045032,(s)-tyrosine,L-Tyr; HSDB 2003; L-...
HBIN045062,succinic acid,NCGC00159372-02; AID...
HBIN046315,THM,EINECS 200-070-4; T9...
HBIN046359,Threonin,89179_FLUKA; 48: PN:...
HBIN046360,threonine,1219-EP2301538A1; 12...
HBIN046380,Thy,Thymine-2-14C; 5-met...
HBIN047060,trigonelline,Prestwick_70; N-Meth...
HBIN047561,uracil,NSC3970; C00106; 169...
HBIN047694,valeraldoxime,pentanal oxime; Pent...
HBIN047720,valine,NA
HBIN047738,vanillic acid,CJ-02984; CHEBI:1663...
HBIN048344,WLN: Q5Q,4-01-00-02540 (Beils...
HBIN048368,WLN: VHR,InChI=1/C7H6O/c8-6-7...
HBIN049051,zoomaric acid,cis-Delta(9)-hexadec...
HBIN002196,19-hydroxydeacetylno...,NA
HBIN003305,"(1S,5S)-1-isopropyl-...","(1S,5S)-1-isopropyl-..."
HBIN003865,"2,3,4,7,-tetramethox...",NA
HBIN004250,"2,4,6-trimethoxyphen...",NA
HBIN005781,2-hydroxybenzoic aci...,NA
HBIN006782,"(2S)-7-[(2S,3R,4S,5S...","(2S)-7-[(2S,3R,4S,5S..."
HBIN007822,"3,8-di-C-glucosylapi...",NA
HBIN007823,"3,8-di-C-glucosyldio...",NA
HBIN009848,4-[(1S)-1-hydroxy-2-...,CHEBI:33016; 4-[(1S)...
HBIN009891,"4-[(2S,3R)-5-[(E)-3-...","4-[(2S,3R)-3-(hydrox..."
HBIN009981,"4',5,7,8-Tetramethox...","5,7,8-trimethoxy-2-(..."
HBIN010937,4-[(Z)-3-hydroxyprop...,4-[(Z)-3-hydroxyprop...
HBIN011092,"5,6,7,3,4-pentametho...",NA
HBIN011244,"5,7,4'-trimethoxyfla...",NA
HBIN011246,"5,7,4'-Trimethylapig...",Spectrum4_001985; 56...
HBIN011248,"5,7,8,4-tetramethoxy...",NA
HBIN011249,"5,7,8,4'-tetramethox...",NA
HBIN011258,"5,7-dihydroxy-2-(3-h...","(2R)-5,7-dihydroxy-2..."
HBIN011302,"5,7-Dihydroxychromon...","AC1NQYDJ; 5,7-dihydr..."
HBIN011511,5-demethylnobiletin,NA
HBIN011850,5-O-demethylnobileti...,NA
HBIN012517,6-Methoxy aurapten,"7-[(2E)-3,7-dimethyl..."
HBIN015866,Ammidin,AIDS071128; MLS00057...
HBIN016408,apigenin,520-36-5; Spectrum2_...
HBIN016476,apigenin-7-o-neohesp...,"7-[(3R,4S,5S,6R)-6-(..."
HBIN017364,Auraptene,"7-[(2E)-3,7-dimethyl..."
HBIN018075,beta-D-Glucopyranosi...,"(2S,3R,4S,5S,6R)-2-(..."
HBIN019810,caryophellene,"cis-4,11,11-trimethy..."
HBIN021010,citrusin A,citrusin a
HBIN021011,citrusin A_qt,NA
HBIN021012,Citrusin B,SCHEMBL7641595; 3-[3...
HBIN021013,Citrusin B_qt,citrusin B_qt
HBIN021356,coniferin,24-ethyl-5-bravery w...
HBIN021357,Coniferol,Oprea1_201369; 27740...
HBIN022407,Cymol,UN2046; p-methyl cum...
HBIN022819,d-camphene,"(1R)-2,2-Dimethyl-3-..."
HBIN022859,deacetylnomilin,deacetyl nomilin
HBIN023009,dehydrodiconiferylal...,NA
HBIN023737,didymin,didymin_qt; poncirin...
HBIN024310,d-limonene,DTXSID1020778; D-Lim...
HBIN024311,d-linalool,NA
HBIN024930,EIC,L1376_SIGMA; FEMA No...
HBIN025587,Eriocitrin,"C09732; (2S)-2-(3,4-..."
HBIN025600,Eriodyctiol (flavano...,"(2R)-2-(3,4-dihydrox..."
HBIN026067,eugenol,EINECS 202-589-1; D0...
HBIN029190,Hesperetin,BSPBio_000168; KBio1...
HBIN029194,hesperetin7-O-β-D-gl...,NA
HBIN029196,hesperidin,Hesperetin 7-O-rutin...
HBIN030877,isolimonic acid,NA
HBIN030878,isolimonicacid (16→1...,isolimonicacid(16→17...
HBIN030937,isomeranzine,NA
HBIN031032,isopimpinellin,"4,9-Dimethoxy-furo[3..."
HBIN031049,isoponcimarin,NA
HBIN031213,isosakuranetin-7-rut...,NA
HBIN031251,Isosinensetin,"2-(3,4-dimethoxyphen..."
HBIN031253,isosinomenine,"(?)-8,14-Dihydrosalu..."
HBIN033253,limonin,Evodia fruit (JP15);...
HBIN033428,L-Limonen,(4S)-1-methyl-4-prop...
HBIN033543,lonicerin,"7-{[(2S,3R,4S,5S,6R)..."
HBIN033560,Lophenol,4alpha-Methyl-5alpha...
HBIN033803,luteolin,Prestwick3_000870; T...
HBIN034297,Majudin,Spectrum2_000534; 5-...
HBIN035798,Moslene,1-isopropyl-4-methyl...
HBIN036067,myrcene,7-Methyl-3-methylene...
HBIN036213,N-［2-(4-hydroxypheny...,NA
HBIN036366,naringenin,"(2S)-5,7-dihydroxy-2..."
HBIN036369,naringenin-4'-glucos...,NA
HBIN036370,naringenin-4'-glucos...,NA
HBIN036380,naringin,(2S)-5-hydroxy-2-(4-...
HBIN036381,Narirutin,C09793; (2S)-5-hydro...
HBIN036422,N-benzoyl tyramine,NA
HBIN036423,N-benzoyl tyramine m...,NA
HBIN036642,neohesperidin,13241-33-3; (2S)-7-[...
HBIN036643,neohesperidin_qt,NA
HBIN036647,neohopadiene,"AC1NSZ1J; (5bR,11aS)..."
HBIN037127,n-methyltyramine,Methyl-4-tyramine; 3...
HBIN037128,n-methyl tyramine-o-...,N-methyltyramine-O-α...
HBIN037171,nobiletin,Spectrum4_001020; 38...
HBIN037208,nomilin,CHEMBL500167; nomili...
HBIN037209,nomilinicacid,nomilinic acid
HBIN037211,nomilinicacid glucos...,NA
HBIN037642,obacunone,C08775; AI3-37934; N...
HBIN040538,poncimarin,NA
HBIN040540,poncirin,NA
HBIN040655,Prangenin,"7H-FURO(3,2-g)(1)BEN..."
HBIN040656,prangenin hydrate,NA
HBIN041914,(R)-(-)-alpha-Phella...,(5R)-2-methyl-5-prop...
HBIN042285,rhoifolin,"7-[(2S,3R,4S,5S,6R)-..."
HBIN042289,rhombifoline,NA
HBIN043429,Scolymoside,Luteolin 7-neohesper...
HBIN044078,Sinensetin,API0004181; Pedaliti...
HBIN045247,synephrine,M-2845
HBIN045252,Syrigin,118-34-3; ACon1_0001...
HBIN045469,tangeretin,CHEBI:9400; AI3-2386...
HBIN046100,Tetramethoxyluteolin,"ZINC01081533; 2-(3,4..."
HBIN048842,(Z)-caryophyllene,"(1S,4E,9S)-4,11,11-t..."
HBIN000071,10beta-Hydroxy-6beta...,2-methylpropanoic ac...
HBIN000689,"1,2,6-tri-O-galloyl-...","1,2,6-tri-o-galloyl-..."
HBIN001087,"1,3,6-trigalloyl-bet...",NA
HBIN001857,"1,6-digalloyl-2-cinn...","1-O,6-O-Digalloyl-2-..."
HBIN001885,"1,6-di-o-galloyl-β-g...",NA
HBIN002114,"1,8-dihydroxy-3-meth...","1,8-dihydroxy-3-meth..."
HBIN002450,1-Cinnamoyl-3-hydrox...,1-cinnamoyl-3-hydrox...
HBIN002548,1-galloyl-glucose,NA
HBIN002910,1-o-galloyl-glucose,NA
HBIN002911,1-O-Galloyl-glycerol,"glycerol gallate; 2,..."
HBIN002912,1-O-Galloylpeduncula...,1-o-galloylpeduncula...
HBIN003768,2-[(2S)-2-Hydroxypro...,NA
HBIN003972,"2,3-Digalloylglucose",469-32-9; AIDS070888...
HBIN004073,"2,3-di-o-galloyl-d-g...",NA
HBIN005460,2-Cinnamoyl-glucose,2-cinnamoyl-glucose;...
HBIN005994,2-Methyl-5-carboxyme...,2-[(2S)-7-hydroxy-4-...
HBIN005995,2-methyl-5-carboxyme...,NA
HBIN005996,2-methyl-5-carboxyme...,NA
HBIN006037,2-Methyl cardol,2-methyl cardol; SCH...
HBIN006214,2-o-cinnamoyl-glucog...,AC1NSTML; 1-O-Galloy...
HBIN006429,"[(2R,3R,4S,5R,6R)-3,...","3,4,5-trihydroxybenz..."
HBIN006493,"[(2R,3S,4S,5R,6S)-6-...","3,4,5-trihydroxybenz..."
HBIN007288,"3,4,5-trihydroxybenz...",Spectrum4_001544; AI...
HBIN007530,"3,5,3'-trihydroxy-6,...",NA
HBIN007675,"3,5-Di-O-galloyl-4-O...","3,5-di-o-galloyl-4-o..."
HBIN008376,3-Carboxy-4-hydroxy-...,"2,5-dihydroxybenzoic..."
HBIN008636,3-Hydroxy-25-norfrie...,"10-hydroxy-2,4a,6a,8..."
HBIN011362,5-acetyl-7-hydroxy-2...,AKOS030553291; 94356...
HBIN011363,5-acetyl-7-hydroxy-2...,NA
HBIN011364,5-acetyl-7-hydroxy-2...,5-acetyl-7-hydroxy-2...
HBIN011486,5-carboxy-7-glucosyl...,NA
HBIN011487,5-Carboxy-7-hydroxy-...,AC1NSTDQ; 7-hydroxy-...
HBIN011488,5-carboxy-7-hydroxy-...,NA
HBIN011960,5-[(Z)-2-(3-hydroxy-...,5-[(Z)-2-(3-hydroxy-...
HBIN012460,6-hydroxymusizin-8-o...,NA
HBIN012686,6-o-galloyl-glucose,NA
HBIN014188,(9S)-9-[(9R)-2-carbo...,(9S)-9-[(9R)-2-carbo...
HBIN015286,aloeemodin,AC1Q6JR7; SMP2_00029...
HBIN015292,aloe-emodin-omega-o-...,NA
HBIN015293,Aloeemodin-omega-O-b...,"1,8-dihydroxy-3-[[(2..."
HBIN015294,aloeemodin-ω-o-β-d-g...,NA
HBIN016287,Anthraglycoside B,UNII-513F53H6BU; Emo...
HBIN017602,Barolub,Palmitic acid trigly...
HBIN018130,beta-Glucogallin,beta-D-Glucopyranose...
HBIN018278,beta-sitosterol,24.alpha.-Ethylchole...
HBIN019869,cassiachromone,NA
HBIN019919,(-)-catechin,"CATECHIN, ALPHA; CHE..."
HBIN019933,(+)-Catechin-5-O-glu...,"(2S,3R,4S,5S,6R)-2-[..."
HBIN019945,(+)-Catechin-pentaac...,Spectrum5_000588; KB...
HBIN020479,chrysophanol,"1,8-dihydroxy-3-meth..."
HBIN020481,chrysophanol-1-o-β-d...,NA
HBIN020483,Chrysophanol-8-O-bet...,"[(2R,3S,4S,5R,6S)-3,..."
HBIN020487,chrysophanol-8-o-β-d...,chrysophanol-8-o-bet...
HBIN020489,Chrysophanol glucosi...,AKOS030573568; 8-hyd...
HBIN020657,cinnamic acid,"Cinnamic acid, (Z)-;..."
HBIN020969,cis-Zimtsaeure,CHEBI:35699; cis-bet...
HBIN020984,citric acid,InChI=1/C6H8O7/c7-3(...
HBIN021801,Crysophanol,"NSC646567; 9,10-Anth..."
HBIN022771,daucosterol,beta-Sitosterol-beta...
HBIN022774,daucosterol_qt,Daucosterol_qt
HBIN024298,DLA,"Lactic acid, D-; D-L..."
HBIN024339,DMR,CHEBI:30796; 02300_F...
HBIN024357,Docosanoate,AI3-52709; 16529-65-...
HBIN024713,(e)-4-phenyl-3-buten...,BWHOZHOGCMHOBV-UHFFF...
HBIN025041,emodin,"6-Methyl-1,3,8-tri- ..."
HBIN025043,Emodin-1-O-beta-D-gl...,emodin-1-o-beta-d-gl...
HBIN025046,Emodin-6-glucoside,"CHEMBL522084; 1,8-di..."
HBIN025052,Emodinanthrone,"1,6,8-trihydroxy-3-m..."
HBIN025287,epicatechin,epi-Catechol; (3R)-2...
HBIN025301,(?)-epicatechin-3-o-...,NA
HBIN025303,[Epicatechin-(48)]5-...,[epicatechin-(48)]5-...
HBIN025315,(-)-Epicatechin-pent...,Spectrum2_000465; (-...
HBIN025475,ercycibes a,NA
HBIN025633,erycibe alkaloid ii,"[(1R,5R,7S)-4-hydrox..."
HBIN025634,erycibelline,"(Exo,exo)-(-)-8-azab..."
HBIN026146,EUPATIN,"3,5,3'-Trihydroxy-6,..."
HBIN027030,gallic acid,Spectrum4_001544; NS...
HBIN027034,Gallic acid-3-O-(6'-...,"3,4-dihydroxy-5-[[(2..."
HBIN027035,gallic acid-3-O-(6'-...,gallic acid-3-o-(6'-...
HBIN027038,Gallic acid-4-O-(6'-...,gallicacid-4-o-(6'-o...
HBIN027045,gallocatechin,"Gallocatechol, (+-)-..."
HBIN028103,Glycerite,NA
HBIN032506,laccaic acid D,laccaicacid d
HBIN034178,MAE,"Maleic anhydride, mo..."
HBIN036021,musizin-8-o-β-d-gluc...,musizin-8-o-beta-d-g...
HBIN036037,Mutatochrome,"4,4,7a-trimethyl-2-[..."
HBIN037630,o-Acetyltoluene,2-Methylacetophenone...
HBIN038101,o-methylacetophenone,2-Methylacetophenone...
HBIN038445,OXL,"ethane-1,2-dioic aci..."
HBIN038674,Palmidin A,17062-55-4; UNII-RF8...
HBIN038675,palmidin B,Aloeemodin-chrysopha...
HBIN038676,Palmidin C,"UNII-N3SAI83M4B; (9,..."
HBIN038693,palmitin,NA
HBIN039505,phenylbutanone-gluco...,NA
HBIN039756,physcion,SDCCGMLS-0066772.P00...
HBIN039759,physcion 8-glucoside,AKOS016010612; ST240...
HBIN039760,Physcion-8-O-beta-D-...,1-hydroxy-3-methoxy-...
HBIN039761,Physcion-8-O-beta-D-...,"1,4-dihydroxy-2-meth..."
HBIN039765,physcion-9-o-beta-d-...,NA
HBIN039766,Physcion-9-O-beta-D-...,NA
HBIN039768,Physciondiglucoside,1-hydroxy-6-methoxy-...
HBIN039769,physcione,NA
HBIN040152,PIT,NCGC00094226-05; 5-[...
HBIN040760,procyanidin b-13'-o-...,procyanidin b1-3'-o-...
HBIN040765,"procyanidin b23,3'-d...",NA
HBIN040778,"Procyanidin B-5,3'-O...",AC1NSZSS; procyanidi...
HBIN040799,progesterone,Cyclogesterin; Luteo...
HBIN042118,resveratrol-4'-o-β-d...,NA
HBIN042180,rhaponticin,A809657; 6-(hydroxym...
HBIN042184,rhapontigenin,Rhapontigenin; 5-[2-...
HBIN042186,RHAPONTIN,NA
HBIN042187,Rhapontisterone,ZINC70455558; Punist...
HBIN042196,rheidin a,"9,9',10,10'-Tetrahyd..."
HBIN042197,Rheidin B,"9-(4,5-dihydroxy-2-m..."
HBIN042198,Rheidin C,Reidin C; rheidin c;...
HBIN042199,rhein,"4,5-dihydroxy-9,10-d..."
HBIN042202,rhein-8-o-beta-d-(6'...,rhein-8-o-β-d-(6'-ox...
HBIN042203,rhein-8-o-β-d-glucop...,rhein-8-o-beta-d-glu...
HBIN042205,Rhein diglucoside,"9,10-dioxo-5-[(2S,3R..."
HBIN042206,Rheinoside A,rheinoside a
HBIN042207,Rheinoside A_qt,NA
HBIN042212,Rheochrysin,"1329-27-7; 1,8-Dihyd..."
HBIN042213,Rheosmin,4-(4-Hydroxyphenyl)-...
HBIN042215,Rheumin,"3-[(E)-3-(3,5-dihydr..."
HBIN042467,rottlerin,Lopac-R-5648; ZINC13...
HBIN043442,scopoletin,NINDS_000720; 7-hydr...
HBIN043446,scopolin,scopolin ; Scopolin;...
HBIN043457,scoulerine,CHEMBL1395394; AKOS0...
HBIN043749,sennidin a,NA
HBIN043751,Sennidin C,N2676; Sennoside C; ...
HBIN043754,sennoside,517-43-1; IPQVTOJGNY...
HBIN043755,sennoside a,"Sennoside A, primary..."
HBIN043756,Sennoside B,(9S)-9-[(9R)-2-carbo...
HBIN043757,Sennoside C,N2676; C16797; UQ166...
HBIN043758,Sennoside D,AKOS030573582; CHEBI...
HBIN043759,Sennoside D_qt,NA
HBIN043760,Sennoside E,sennoside e; 9-[2-ca...
HBIN043761,Sennoside E_qt,Sennoside C_qt
HBIN043777,Serotonin,AIDS-166243; Indol-5...
HBIN043778,serotonine,AC1L1JTO; Oprea1_712...
HBIN044998,strumaroside,NA
HBIN045062,succinic acid,NCGC00159372-02; AID...
HBIN046556,Torachrysone-8-O-bet...,"2-[[(2R,3S,4S,5R,6S)..."
HBIN046560,Torachrysone-8-O-bet...,W-203380; 1-[1-hydro...
HBIN046563,Toralactone,"9,10-Dihydroxy-7-met..."
HBIN046605,TPBO,NCI60_004369; Benzal...
HBIN047060,trigonelline,Prestwick_70; N-Meth...
HBIN048038,vitamin b,NSC169454; SR-010007...
HBIN048047,vitamin c,D01CWN; Cell C; Rono...
HBIN048976,ZINC04081604,"(8S,9S,10R,13S,14R,1..."
HBIN000951,12-O-Nicotinoylisoli...,12-o-nicotinoylisoli...
HBIN001396,1-(4-Coumaroyl)alpha...,(E)-3-(4-hydroxyphen...
HBIN002080,18658-41-8,"(2S,3R)-2-dimethylam..."
HBIN002852,1-O-β-D-glucopyranos...,NA
HBIN002952,1-(p-coumaroyl)-alph...,1-(p-coumaroyl)-α-l-...
HBIN003203,"(1S,2R,4aS,6aR,6aS,6...","(1S,2R,4aS,6aR,6aS,6..."
HBIN003333,1-terpinen-4-ol,(-)-1-Isopropyl-4-me...
HBIN003405,20-Hexadecanoylingen...,20-hexadecanoylingen...
HBIN003526,21302-79-4,A(1)-Norlup-20(29)-e...
HBIN004305,24-Dehydrocholestero...,313-04-2; CHEBI:1773...
HBIN005231,"2α,3β-dihydroxyolean...",NA
HBIN005294,2α-hydroxyoleanolic ...,2α-hydroxy-oleanolic...
HBIN005301,2α-hydroxyursolic ac...,2α-hydroxy ursolic a...
HBIN006269,(2-O-trans-p-coumaro...,NA
HBIN006713,"(2S,3S,4R,8E)-2-(2' ...",NA
HBIN006714,"(2S,3S,4R,8E)-2-[(2′...",NA
HBIN007058,"3-[[(2S)-2,4-dihydro...","3-[[(2S)-2,4-dihydro..."
HBIN008110,"3β,6β-stigmast-4-en-...",NA
HBIN009292,3-o-(cis-p-coumaroyl...,NA
HBIN009293,3-O-cis-p-coumaroyl ...,3-O-cis-p-coumaroyl-...
HBIN009294,3-o-(cis-p-coumaroyl...,NA
HBIN009295,3-O-cis-p-coumaroyl-...,NA
HBIN009387,3-o-(trans-p-coumaro...,NA
HBIN009388,3-O-trans-p-coumaroy...,NA
HBIN009389,3-o-(trans-p-coumaro...,NA
HBIN009430,3-oxo-olean-12-en-28...,NA
HBIN009687,"(3S,6R,8S,9S,10R,13R...","(3S,6R,8S,9S,10R,13R..."
HBIN010476,4-hydroxy-3-methoxy ...,4-Hydroxy-3-Methoxyb...
HBIN010856,(4R)-4-hydroxy-4-[(E...,(4R)-4-hydroxy-4-[(E...
HBIN010884,"(4S)-4-hydroxy-3,5,5...","(4S)-4-hydroxy-3,5,5..."
HBIN010887,(4S)-4-hydroxy-4-[(E...,(4S)-4-hydroxy-4-[(E...
HBIN012112,"6,8-di-C-glucsoyl-2(...",NA
HBIN012113,"6,8-di-C-glucsoyl-2(...",NA
HBIN012343,6'''-feruloylspinosi...,77690-92-7
HBIN012709,6'-O-p-Coumaroylgeni...,"(1S,4aS,7aS)-7-(hydr..."
HBIN012710,6''-o-p-coumaroylgen...,NA
HBIN012752,6'''-p-coumaroylspin...,NA
HBIN012822,6'''-sinapoylspinosi...,NA
HBIN014667,acylatedflavuone-C-g...,NA
HBIN014668,ADA,"D-Galacturonan; (2S,..."
HBIN014735,Adouetine X,19542-37-1; (2S)-N-[...
HBIN015652,alpha-pinene,"alpha- Pinene; (1R,5..."
HBIN015749,alphitolic acid,alphitolicacid; NCGC...
HBIN015750,alphitotic acid,Alphitolic acid
HBIN015864,amiphibine H,NA
HBIN017056,ASI,Acide aspartique [IN...
HBIN017075,Asimilobine,6871-21-2; 125678-63...
HBIN017893,berberine,berberine ; isoquino...
HBIN018006,beta carotene,Spectrum5_000505; be...
HBIN018094,beta-elemene,MolPort-020-005-674;...
HBIN018242,beta-pinene,55963-81-0; Piccolyt...
HBIN018278,beta-sitosterol,24.alpha.-Ethylchole...
HBIN018374,betulin,AKOS025402304; Ambot...
HBIN018379,betulinic acid,3beta-hydroxy-lup-20...
HBIN018382,Betulonic acid,Lup-20(29)-en-28-oic...
HBIN019919,(-)-catechin,"CATECHIN, ALPHA; CHE..."
HBIN019921,(+)-catechin,BSPBio_000643; KBio2...
HBIN019933,(+)-Catechin-5-O-glu...,"(2S,3R,4S,5S,6R)-2-[..."
HBIN019948,catechol,430749_ALDRICH; Cate...
HBIN019953,Catharanthamine,catharanthamine
HBIN019994,ceanothenic acid,NA
HBIN019995,ceanothic acid,NCGC00168838-03_C30H...
HBIN020796,"cis-9,cis-12-linolei...","cis-9,cis-12-linolei..."
HBIN021159,CMP,Cyclic adenylic acid...
HBIN021288,colubrinicacid,NA
HBIN021620,coumestrol,NCIMech_000078; CCRI...
HBIN021802,Crystal VI,L-aspartic acid beta...
HBIN021979,curcumenol,4-Epicurcumenol; 4-E...
HBIN021985,curcumin,"(1E,4Z,6E)-5-hydroxy..."
HBIN021990,curcumol,Curcumol
HBIN021993,curdione,MolPort-023-220-735;...
HBIN022017,curzerene,Curzerene; BG0121196...
HBIN022018,curzerenone,ZINC13412803; G4VCU0...
HBIN022543,Daechualkaloid A,"2,4,5,6-tetrahydro-1..."
HBIN022544,daechualkoloid A,NA
HBIN022545,daechucyclopride Ⅰ,NA
HBIN022546,Daechuine S10,NA
HBIN022547,Daechuine S26,NA
HBIN022548,daechuine S3,NA
HBIN022549,Daechuine S5,NA
HBIN022550,Daechuine S6,NA
HBIN022551,Daechuine S7,NA
HBIN022552,Daechuine S8-1,NA
